From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9NYM9	Q9NYM9	reviewed	BET1L_HUMAN	BET1-like protein (Golgi SNARE with a size of 15 kDa) (GOS-15) (GS15) (Vesicle transport protein GOS15)	BET1L GS15	Homo sapiens (Human)	111
Q9NYP9	Q9NYP9	reviewed	MS18A_HUMAN	Protein Mis18-alpha (FAPP1-associated protein 1)	MIS18A C21orf45 C21orf46 FASP1	Homo sapiens (Human)	233
Q9NYQ3	Q9NYQ3	reviewed	HAOX2_HUMAN	2-Hydroxyacid oxidase 2 (HAOX2) (EC 1.1.3.15) ((S)-2-hydroxy-acid oxidase, peroxisomal) (Cell growth-inhibiting gene 16 protein) (Long chain alpha-hydroxy acid oxidase) (Long-chain L-2-hydroxy acid oxidase)	HAO2 HAOX2 GIG16	Homo sapiens (Human)	351
Q9NYV4	Q9NYV4	reviewed	CDK12_HUMAN	Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12) (hCDK12)	CDK12 CRK7 CRKRS KIAA0904	Homo sapiens (Human)	1490
Q9NYW4	Q9NYW4	reviewed	TA2R5_HUMAN	Taste receptor type 2 member 5 (T2R5)	TAS2R5	Homo sapiens (Human)	299
Q9NYW6	Q9NYW6	reviewed	TA2R3_HUMAN	Taste receptor type 2 member 3 (T2R3)	TAS2R3	Homo sapiens (Human)	316
Q9NYY1	Q9NYY1	reviewed	IL20_HUMAN	Interleukin-20 (IL-20) (Cytokine Zcyto10)	IL20 ZCYTO10 UNQ852/PRO1801	Homo sapiens (Human)	176
Q9NYY3	Q9NYY3	reviewed	PLK2_HUMAN	Serine/threonine-protein kinase PLK2 (EC 2.7.11.21) (Polo-like kinase 2) (PLK-2) (hPlk2) (Serine/threonine-protein kinase SNK) (hSNK) (Serum-inducible kinase)	PLK2 SNK	Homo sapiens (Human)	685
Q9NYY8	Q9NYY8	reviewed	FAKD2_HUMAN	FAST kinase domain-containing protein 2, mitochondrial	FASTKD2 KIAA0971	Homo sapiens (Human)	710
Q9NYZ3	Q9NYZ3	reviewed	GTSE1_HUMAN	G2 and S phase-expressed protein 1 (GTSE-1) (Protein B99 homolog)	GTSE1	Homo sapiens (Human)	739
Q9NZ20	Q9NZ20	reviewed	PA2G3_HUMAN	Group 3 secretory phospholipase A2 (EC 3.1.1.4) (Group III secretory phospholipase A2) (GIII sPLA2) (sPLA2-III) (Phosphatidylcholine 2-acylhydrolase 3)	PLA2G3	Homo sapiens (Human)	509
Q9NZ42	Q9NZ42	reviewed	PEN2_HUMAN	Gamma-secretase subunit PEN-2 (Presenilin enhancer protein 2)	PSENEN PEN2 MDS033	Homo sapiens (Human)	101
Q9NZ43	Q9NZ43	reviewed	USE1_HUMAN	Vesicle transport protein USE1 (Putative MAPK-activating protein PM26) (USE1-like protein) (p31)	USE1 USE1L MDS032	Homo sapiens (Human)	259
Q9NZ63	Q9NZ63	reviewed	TLS1_HUMAN	Splicing factor C9orf78 (Hepatocellular carcinoma-associated antigen 59)	C9orf78 HCA59	Homo sapiens (Human)	289
Q9NZ71	Q9NZ71	reviewed	RTEL1_HUMAN	Regulator of telomere elongation helicase 1 (EC 5.6.2.-) (Novel helicase-like)	RTEL1 C20orf41 KIAA1088 NHL	Homo sapiens (Human)	1219
Q9NZ94	Q9NZ94	reviewed	NLGN3_HUMAN	Neuroligin-3 (Gliotactin homolog)	NLGN3 KIAA1480 NL3	Homo sapiens (Human)	848
Q9NZA1	Q9NZA1	reviewed	CLIC5_HUMAN	Chloride intracellular channel protein 5 (Glutaredoxin-like oxidoreductase CLIC5) (EC 1.8.-.-)	CLIC5	Homo sapiens (Human)	410
Q9NZB8-5	Q9NZB8-5	reviewed	MOCS1_HUMAN	Isoform MOCS1A of Molybdenum cofactor biosynthesis protein 1 (Cell migration-inducing gene 11 protein) (Molybdenum cofactor synthesis-step 1 protein A-B) [Includes: GTP 3',8-cyclase (EC 4.1.99.22) (MOCS1A) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (MOCS1B) (Molybdenum cofactor biosynthesis protein C)]	MOCS1 MIG11	Homo sapiens (Human)	385
Q9NZC3	Q9NZC3	reviewed	GDE1_HUMAN	Glycerophosphodiester phosphodiesterase 1 (Glycerophosphoinositol glycerophosphodiesterase GDE1) (EC 3.1.4.44) (Lysophospholipase D GDE1) (EC 3.1.4.-) (Membrane-interacting protein of RGS16) (RGS16-interacting membrane protein)	GDE1 MIR16	Homo sapiens (Human)	331
Q9NZC7	Q9NZC7	reviewed	WWOX_HUMAN	WW domain-containing oxidoreductase (EC 1.1.1.-) (Fragile site FRA16D oxidoreductase) (Short chain dehydrogenase/reductase family 41C member 1)	WWOX FOR SDR41C1 WOX1	Homo sapiens (Human)	414
Q9NZD2	Q9NZD2	reviewed	GLTP_HUMAN	Glycolipid transfer protein (GLTP)	GLTP	Homo sapiens (Human)	209
Q9NZE8	Q9NZE8	reviewed	RM35_HUMAN	Large ribosomal subunit protein bL35m (39S ribosomal protein L35, mitochondrial) (L35mt) (MRP-L35)	MRPL35 BM-007	Homo sapiens (Human)	188
Q9NZH6	Q9NZH6	reviewed	IL37_HUMAN	Interleukin-37 (IL-37) (FIL1 zeta) (IL-1X) (Interleukin-1 family member 7) (IL-1F7) (Interleukin-1 homolog 4) (IL-1H) (IL-1H4) (Interleukin-1 zeta) (IL-1 zeta) (Interleukin-1-related protein) (IL-1RP1)	IL37 FIL1Z IL1F7 IL1H4 IL1RP1	Homo sapiens (Human)	218
Q9NZJ0	Q9NZJ0	reviewed	DTL_HUMAN	Denticleless protein homolog (DDB1- and CUL4-associated factor 2) (Lethal(2) denticleless protein homolog) (Retinoic acid-regulated nuclear matrix-associated protein)	DTL CDT2 CDW1 DCAF2 L2DTL RAMP	Homo sapiens (Human)	730
Q9NZJ5	Q9NZJ5	reviewed	E2AK3_HUMAN	Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK) (Protein tyrosine kinase EIF2AK3) (EC 2.7.10.2)	EIF2AK3 PEK PERK	Homo sapiens (Human)	1116
Q9NZJ6	Q9NZJ6	reviewed	COQ3_HUMAN	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.-) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)	COQ3 UG0215E05	Homo sapiens (Human)	369
Q9NZJ9	Q9NZJ9	reviewed	NUDT4_HUMAN	Diphosphoinositol polyphosphate phosphohydrolase 2 (DIPP-2) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 2) (EC 3.6.1.61) (Nucleoside diphosphate-linked moiety X motif 4) (Nudix motif 4)	NUDT4 DIPP2 KIAA0487 HDCMB47P	Homo sapiens (Human)	180
Q9NZK5	Q9NZK5	reviewed	ADA2_HUMAN	Adenosine deaminase 2 (EC 3.5.4.4) (Cat eye syndrome critical region protein 1)	ADA2 ADGF CECR1 IDGFL	Homo sapiens (Human)	511
Q9NZK7	Q9NZK7	reviewed	PA2GE_HUMAN	Group IIE secretory phospholipase A2 (GIIE sPLA2) (sPLA2-IIE) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2E)	PLA2G2E	Homo sapiens (Human)	142
Q9NZN1	Q9NZN1	reviewed	IRPL1_HUMAN	Interleukin-1 receptor accessory protein-like 1 (IL-1-RAPL-1) (IL-1RAPL-1) (IL1RAPL-1) (EC 3.2.2.6) (Oligophrenin-4) (Three immunoglobulin domain-containing IL-1 receptor-related 2) (TIGIRR-2) (X-linked interleukin-1 receptor accessory protein-like 1)	IL1RAPL1 OPHN4	Homo sapiens (Human)	696
Q9NZN8	Q9NZN8	reviewed	CNOT2_HUMAN	CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2)	CNOT2 CDC36 NOT2 HSPC131 MSTP046	Homo sapiens (Human)	540
Q9NZQ7	Q9NZQ7	reviewed	PD1L1_HUMAN	Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (hPD-L1) (B7 homolog 1) (B7-H1) (CD antigen CD274)	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1	Homo sapiens (Human)	290
Q9NZQ8	Q9NZQ8	reviewed	TRPM5_HUMAN	Transient receptor potential cation channel subfamily M member 5 (Long transient receptor potential channel 5) (LTrpC-5) (LTrpC5) (MLSN1- and TRP-related gene 1 protein)	TRPM5 LTRPC5 MTR1	Homo sapiens (Human)	1165
Q9NZS2	Q9NZS2	reviewed	KLRF1_HUMAN	Killer cell lectin-like receptor subfamily F member 1 (Lectin-like receptor F1) (Activating coreceptor NKp80) (C-type lectin domain family 5 member C)	KLRF1 CLEC5C ML	Homo sapiens (Human)	231
Q9NZU5	Q9NZU5	reviewed	LMCD1_HUMAN	LIM and cysteine-rich domains protein 1 (Dyxin)	LMCD1	Homo sapiens (Human)	365
Q9NZU7	Q9NZU7	reviewed	CABP1_HUMAN	Calcium-binding protein 1 (CaBP1) (Calbrain) (Caldendrin)	CABP1	Homo sapiens (Human)	370
Q9NZZ3	Q9NZZ3	reviewed	CHMP5_HUMAN	Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2) (Vacuolar protein sorting-associated protein 60) (Vps60) (hVps60)	CHMP5 C9orf83 SNF7DC2 CGI-34 HSPC177 PNAS-114 PNAS-2	Homo sapiens (Human)	219
Q9P013	Q9P013	reviewed	CWC15_HUMAN	Spliceosome-associated protein CWC15 homolog	CWC15 C11orf5 AD-002 HSPC148	Homo sapiens (Human)	229
Q9P015	Q9P015	reviewed	RM15_HUMAN	Large ribosomal subunit protein uL15m (39S ribosomal protein L15, mitochondrial) (L15mt) (MRP-L15)	MRPL15 HSPC145	Homo sapiens (Human)	296
Q9P031	Q9P031	reviewed	TAP26_HUMAN	Thyroid transcription factor 1-associated protein 26 (TTF-1-associated protein 26) (Coiled-coil domain-containing protein 59) (TTF-1-associated protein BR2)	CCDC59 BR22 TAP26 HSPC128	Homo sapiens (Human)	241
Q9P032	Q9P032	reviewed	NDUF4_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 (Hormone-regulated proliferation-associated protein of 20 kDa)	NDUFAF4 C6orf66 HRPAP20 HSPC125 My013	Homo sapiens (Human)	175
Q9P086	Q9P086	reviewed	MED11_HUMAN	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	MED11 HSPC296	Homo sapiens (Human)	117
Q9P0G3	Q9P0G3	reviewed	KLK14_HUMAN	Kallikrein-14 (hK14) (EC 3.4.21.-) (Kallikrein-like protein 6) (KLK-L6)	KLK14 KLKL6	Homo sapiens (Human)	251
Q9P0J0	Q9P0J0	reviewed	NDUAD_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)	NDUFA13 GRIM19 CDA016 CGI-39	Homo sapiens (Human)	144
Q9P0J1	Q9P0J1	reviewed	PDP1_HUMAN	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Protein phosphatase 2C) (Pyruvate dehydrogenase phosphatase catalytic subunit 1) (PDPC 1)	PDP1 PDP PPM2C	Homo sapiens (Human)	537
Q9P0J6	Q9P0J6	reviewed	RM36_HUMAN	Large ribosomal subunit protein bL36m (39S ribosomal protein L36, mitochondrial) (L36mt) (MRP-L36) (BRCA1-interacting protein 1)	MRPL36 BRIP1	Homo sapiens (Human)	103
Q9P0K1	Q9P0K1	reviewed	ADA22_HUMAN	Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (Metalloproteinase-disintegrin ADAM22-3) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2)	ADAM22 MDC2	Homo sapiens (Human)	906
Q9P0M4	Q9P0M4	reviewed	IL17C_HUMAN	Interleukin-17C (IL-17C) (Cytokine CX2)	IL17C UNQ561/PRO1122	Homo sapiens (Human)	197
Q9P0M9	Q9P0M9	reviewed	RM27_HUMAN	Large ribosomal subunit protein bL27m (39S ribosomal protein L27, mitochondrial) (L27mt) (MRP-L27)	MRPL27 HSPC250	Homo sapiens (Human)	148
Q9P0N5	Q9P0N5	reviewed	TM216_HUMAN	Transmembrane protein 216	TMEM216 HSPC244	Homo sapiens (Human)	145
Q9P0P0	Q9P0P0	reviewed	RN181_HUMAN	E3 ubiquitin-protein ligase RNF181 (EC 2.3.2.27) (RING finger protein 181)	RNF181 HSPC238	Homo sapiens (Human)	153
Q9P0P8	Q9P0P8	reviewed	MRES1_HUMAN	Mitochondrial transcription rescue factor 1	MTRES1 C6orf203 HSPC230	Homo sapiens (Human)	240
Q9P0S2	Q9P0S2	reviewed	COX16_HUMAN	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial (hCOX16)	COX16 C14orf112 HSPC203 PTD019	Homo sapiens (Human)	106
Q9P0U1	Q9P0U1	reviewed	TOM7_HUMAN	Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog)	TOMM7 TOM7 TOMM07 AD-014	Homo sapiens (Human)	55
Q9P0U4	Q9P0U4	reviewed	CXXC1_HUMAN	CXXC-type zinc finger protein 1 (CpG-binding protein) (PHD finger and CXXC domain-containing protein 1)	CXXC1 CFP1 CGBP PCCX1 PHF18	Homo sapiens (Human)	656
Q9P0V3	Q9P0V3	reviewed	SH3B4_HUMAN	SH3 domain-binding protein 4 (EH-binding protein 10) (Transferrin receptor-trafficking protein)	SH3BP4 BOG25 EHB10 TTP	Homo sapiens (Human)	963
Q9P0W2	Q9P0W2	reviewed	HM20B_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related (SMARCE1-related protein) (BRCA2-associated factor 35) (HMG box-containing protein 20B) (HMG domain-containing protein 2) (HMG domain-containing protein HMGX2) (Sox-like transcriptional factor) (Structural DNA-binding protein BRAF35)	HMG20B BRAF35 HMGX2 HMGXB2 SMARCE1R	Homo sapiens (Human)	317
Q9P0Z9	Q9P0Z9	reviewed	SOX_HUMAN	Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)	PIPOX LPIPOX PSO	Homo sapiens (Human)	390
Q9P126	Q9P126	reviewed	CLC1B_HUMAN	C-type lectin domain family 1 member B (C-type lectin-like receptor 2) (CLEC-2)	CLEC1B CLEC2 UNQ721/PRO1384	Homo sapiens (Human)	229
Q9P1Q0	Q9P1Q0	reviewed	VPS54_HUMAN	Vacuolar protein sorting-associated protein 54 (Hepatocellular carcinoma protein 8) (Tumor antigen HOM-HCC-8) (Tumor antigen SLP-8p)	VPS54 HCC8	Homo sapiens (Human)	977
Q9P1Q5	Q9P1Q5	reviewed	OR1A1_HUMAN	Olfactory receptor 1A1 (Olfactory receptor 17-7) (OR17-7) (Olfactory receptor OR17-11)	OR1A1	Homo sapiens (Human)	309
Q9P1U0	Q9P1U0	reviewed	RPA12_HUMAN	DNA-directed RNA polymerase I subunit RPA12 (DNA-directed RNA polymerase I subunit H) (Zinc ribbon domain-containing protein 1)	POLR1H RPA12 ZNRD1	Homo sapiens (Human)	126
Q9P1W8	Q9P1W8	reviewed	SIRPG_HUMAN	Signal-regulatory protein gamma (SIRP-gamma) (CD172 antigen-like family member B) (Signal-regulatory protein beta-2) (SIRP-b2) (SIRP-beta-2) (CD antigen CD172g)	SIRPG SIRPB2	Homo sapiens (Human)	387
Q9P1Z3	Q9P1Z3	reviewed	HCN3_HUMAN	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3	HCN3 KIAA1535	Homo sapiens (Human)	774
Q9P202	Q9P202	reviewed	WHRN_HUMAN	Whirlin (Autosomal recessive deafness type 31 protein)	WHRN DFNB31 KIAA1526	Homo sapiens (Human)	907
Q9P209	Q9P209	reviewed	CEP72_HUMAN	Centrosomal protein of 72 kDa (Cep72)	CEP72 KIAA1519	Homo sapiens (Human)	647
Q9P212	Q9P212	reviewed	PLCE1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (EC 3.1.4.11) (Pancreas-enriched phospholipase C) (Phosphoinositide phospholipase C-epsilon-1) (Phospholipase C-epsilon-1) (PLC-epsilon-1)	PLCE1 KIAA1516 PLCE PPLC	Homo sapiens (Human)	2302
Q9P253	Q9P253	reviewed	VPS18_HUMAN	Vacuolar protein sorting-associated protein 18 homolog (hVPS18)	VPS18 KIAA1475	Homo sapiens (Human)	973
Q9P258	Q9P258	reviewed	RCC2_HUMAN	Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa)	RCC2 KIAA1470 TD60	Homo sapiens (Human)	522
Q9P272	Q9P272	reviewed	TRM9B_HUMAN	Probable tRNA methyltransferase 9B (Probable tRNA methyltransferase 9-like protein) (EC 2.1.1.-)	TRMT9B C8orf79 KIAA1456 TRM9L	Homo sapiens (Human)	454
Q9P2D8	Q9P2D8	reviewed	UNC79_HUMAN	Protein unc-79 homolog	UNC79 KIAA1409	Homo sapiens (Human)	2635
Q9P2E2	Q9P2E2	reviewed	KIF17_HUMAN	Kinesin-like protein KIF17 (KIF3-related motor protein)	KIF17 KIAA1405 KIF3X	Homo sapiens (Human)	1029
Q9P2E9	Q9P2E9	reviewed	RRBP1_HUMAN	Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (RRp) (ES/130-related protein) (Ribosome receptor protein)	RRBP1 KIAA1398	Homo sapiens (Human)	1410
Q9P2H3	Q9P2H3	reviewed	IFT80_HUMAN	Intraflagellar transport protein 80 homolog (WD repeat-containing protein 56)	IFT80 KIAA1374 WDR56	Homo sapiens (Human)	777
Q9P2I0	Q9P2I0	reviewed	CPSF2_HUMAN	Cleavage and polyadenylation specificity factor subunit 2 (Cleavage and polyadenylation specificity factor 100 kDa subunit) (CPSF 100 kDa subunit)	CPSF2 CPSF100 KIAA1367	Homo sapiens (Human)	782
Q9P2J5	Q9P2J5	reviewed	SYLC_HUMAN	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)	LARS1 KIAA1352 LARS	Homo sapiens (Human)	1176
Q9P2J9	Q9P2J9	reviewed	PDP2_HUMAN	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial (PDP 2) (EC 3.1.3.43) (Pyruvate dehydrogenase phosphatase catalytic subunit 2) (PDPC 2)	PDP2 KIAA1348	Homo sapiens (Human)	529
Q9P2K1	Q9P2K1	reviewed	C2D2A_HUMAN	Coiled-coil and C2 domain-containing protein 2A	CC2D2A KIAA1345	Homo sapiens (Human)	1620
Q9P2K8	Q9P2K8	reviewed	E2AK4_HUMAN	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein)	EIF2AK4 GCN2 KIAA1338	Homo sapiens (Human)	1649
Q9P2L0	Q9P2L0	reviewed	WDR35_HUMAN	WD repeat-containing protein 35 (Intraflagellar transport protein 121 homolog)	WDR35 IFT121 KIAA1336	Homo sapiens (Human)	1181
Q9P2M4	Q9P2M4	reviewed	TBC14_HUMAN	TBC1 domain family member 14	TBC1D14 KIAA1322	Homo sapiens (Human)	693
Q9P2M7	Q9P2M7	reviewed	CING_HUMAN	Cingulin	CGN KIAA1319	Homo sapiens (Human)	1203
Q9P2N5	Q9P2N5	reviewed	RBM27_HUMAN	RNA-binding protein 27 (RNA-binding motif protein 27)	RBM27 KIAA1311	Homo sapiens (Human)	1060
Q9P2N6	Q9P2N6	reviewed	KANL3_HUMAN	KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog) (Serum inhibited-related protein) (Testis development protein PRTD)	KANSL3 KIAA1310 NSL3 PRTD SI1	Homo sapiens (Human)	904
Q9P2R7	Q9P2R7	reviewed	SUCB1_HUMAN	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Itaconyl--CoA ligase [ADP-forming] subunit beta) (EC 6.2.1.-) (Malyl--CoA ligase [ADP-forming] subunit beta) (EC 6.2.1.9) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	SUCLA2	Homo sapiens (Human)	463
Q9P2T1	Q9P2T1	reviewed	GMPR2_HUMAN	GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)	GMPR2	Homo sapiens (Human)	348
Q9P2U7	Q9P2U7	reviewed	VGLU1_HUMAN	Vesicular glutamate transporter 1 (VGluT1) (Brain-specific Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 7)	SLC17A7 BNPI VGLUT1	Homo sapiens (Human)	560
Q9P2W1	Q9P2W1	reviewed	HOP2_HUMAN	Homologous-pairing protein 2 homolog (Nuclear receptor coactivator GT198) (PSMC3-interacting protein) (Proteasome 26S ATPase subunit 3-interacting protein) (Tat-binding protein 1-interacting protein) (TBP-1-interacting protein)	PSMC3IP HOP2 TBPIP	Homo sapiens (Human)	217
Q9P2W3	Q9P2W3	reviewed	GBG13_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13	GNG13	Homo sapiens (Human)	67
Q9P2W7	Q9P2W7	reviewed	B3GA1_HUMAN	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 1) (Glucuronosyltransferase P) (GlcAT-P) (UDP-GlcUA:glycoprotein beta-1,3-glucuronyltransferase) (GlcUAT-P)	B3GAT1 GLCATP	Homo sapiens (Human)	334
Q9P2W9	Q9P2W9	reviewed	STX18_HUMAN	Syntaxin-18 (Cell growth-inhibiting gene 9 protein)	STX18 GIG9	Homo sapiens (Human)	335
Q9P2X0	Q9P2X0	reviewed	DPM3_HUMAN	Dolichol-phosphate mannosyltransferase subunit 3 (Dolichol-phosphate mannose synthase subunit 3) (DPM synthase subunit 3) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 3) (Mannose-P-dolichol synthase subunit 3) (MPD synthase subunit 3) (Prostin-1)	DPM3	Homo sapiens (Human)	92
Q9P2X3	Q9P2X3	reviewed	IMPCT_HUMAN	Protein IMPACT (Imprinted and ancient gene protein homolog)	IMPACT	Homo sapiens (Human)	320
Q9P2Y5	Q9P2Y5	reviewed	UVRAG_HUMAN	UV radiation resistance-associated gene protein (p63)	UVRAG	Homo sapiens (Human)	699
Q9UBB9	Q9UBB9	reviewed	TFP11_HUMAN	Tuftelin-interacting protein 11 (Septin and tuftelin-interacting protein 1) (STIP-1)	TFIP11 STIP HSPC006	Homo sapiens (Human)	837
Q9UBC0	Q9UBC0	reviewed	HNF6_HUMAN	Hepatocyte nuclear factor 6 (HNF-6) (One cut domain family member 1) (One cut homeobox 1)	ONECUT1 HNF6 HNF6A	Homo sapiens (Human)	465
Q9UBC2	Q9UBC2	reviewed	EP15R_HUMAN	Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R)	EPS15L1 EPS15R	Homo sapiens (Human)	864
Q9UBC3	Q9UBC3	reviewed	DNM3B_HUMAN	DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (EC 2.1.1.37) (DNA methyltransferase HsaIIIB) (DNA MTase HsaIIIB) (M.HsaIIIB)	DNMT3B	Homo sapiens (Human)	853
Q9UBD5	Q9UBD5	reviewed	ORC3_HUMAN	Origin recognition complex subunit 3 (Origin recognition complex subunit Latheo)	ORC3 LATHEO ORC3L	Homo sapiens (Human)	711
Q9UBD6	Q9UBD6	reviewed	RHCG_HUMAN	Ammonium transporter Rh type C (Rh glycoprotein kidney) (Rhesus blood group family type C glycoprotein) (Rh family type C glycoprotein) (Rh type C glycoprotein) (Tumor-related protein DRC2)	RHCG C15orf6 CDRC2 PDRC2 RHGK	Homo sapiens (Human)	479
Q9UBD9	Q9UBD9	reviewed	CLCF1_HUMAN	Cardiotrophin-like cytokine factor 1 (B-cell-stimulating factor 3) (BSF-3) (Novel neurotrophin-1) (NNT-1)	CLCF1 BSF3 CLC NNT1	Homo sapiens (Human)	225
Q9UBE0	Q9UBE0	reviewed	SAE1_HUMAN	SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A) [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed]	SAE1 AOS1 SUA1 UBLE1A	Homo sapiens (Human)	346
Q9UBE8	Q9UBE8	reviewed	NLK_HUMAN	Serine/threonine-protein kinase NLK (EC 2.7.11.24) (Nemo-like kinase) (Protein LAK1)	NLK LAK1	Homo sapiens (Human)	527
Q9UBF6	Q9UBF6	reviewed	RBX2_HUMAN	RING-box protein 2 (Rbx2) (EC 2.3.2.27) (EC 2.3.2.32) (CKII beta-binding protein 1) (CKBBP1) (RING finger protein 7) (Regulator of cullins 2) (Sensitive to apoptosis gene protein)	RNF7 RBX2 ROC2 SAG	Homo sapiens (Human)	113
Q9UBH0	Q9UBH0	reviewed	I36RA_HUMAN	Interleukin-36 receptor antagonist protein (IL-36Ra) (FIL1 delta) (IL-1-related protein 3) (IL-1RP3) (Interleukin-1 HY1) (IL-1HY1) (Interleukin-1 delta) (IL-1 delta) (Interleukin-1 family member 5) (IL-1F5) (Interleukin-1 receptor antagonist homolog 1) (IL-1ra homolog 1) (Interleukin-1-like protein 1) (IL-1L1)	IL36RN FIL1D IL1F5 IL1HY1 IL1L1 IL1RP3 UNQ1896/PRO4342	Homo sapiens (Human)	155
Q9UBJ2	Q9UBJ2	reviewed	ABCD2_HUMAN	ATP-binding cassette sub-family D member 2 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy-like 1) (Adrenoleukodystrophy-related protein) (hALDR)	ABCD2 ALD1 ALDL1 ALDR ALDRP	Homo sapiens (Human)	740
Q9UBK2	Q9UBK2	reviewed	PRGC1_HUMAN	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha (PGC-1-alpha) (PPAR-gamma coactivator 1-alpha) (PPARGC-1-alpha) (Ligand effect modulator 6)	PPARGC1A LEM6 PGC1 PGC1A PPARGC1	Homo sapiens (Human)	798
Q9UBK5	Q9UBK5	reviewed	HCST_HUMAN	Hematopoietic cell signal transducer (DNAX-activation protein 10) (Membrane protein DAP10) (Transmembrane adapter protein KAP10)	HCST DAP10 KAP10 PIK3AP UNQ587/PRO1157	Homo sapiens (Human)	93
Q9UBK8	Q9UBK8	reviewed	MTRR_HUMAN	Methionine synthase reductase (MSR) (EC 1.16.1.8) (Aquacobalamin reductase) (AqCbl reductase)	MTRR	Homo sapiens (Human)	698
Q9UBL3	Q9UBL3	reviewed	ASH2L_HUMAN	Set1/Ash2 histone methyltransferase complex subunit ASH2 (ASH2-like protein)	ASH2L ASH2L1	Homo sapiens (Human)	628
